Item Number,Brand,Description,Pack/Size,Price,UOM
705950,TOSCANA,MOZZ LOAF 4/5LB 4/5,L,3.62,LB
705965,TOSCANA,MOZZ BOCCONCINO 1.502 2/3,L,3.88,LB
706150,DAISEY,SOUR CREAM 4/5,4/5L,1.59,LB
706300,RR EGGS EX,LRG CARTON,30/DZ,2.29,LB
706320,RR EGGS EX,LG 15/1DZ CARTON,15/DZ,2.29,LB
706350,RR EGGS,JUMBO 24/1DZ CARTON,24/DZ,3.21,LB
710000,SORRENTO,0001000 MOZZ 8/5LB,8/PIE,2.256,LB
710040,GALBANT,Coo2000 MOZZ PS 8/5L5,8/PIE,2.276,LB
710070,SORRENTO,0000032 MOZZARELLA 12/16,12/16,60.60,cs
710285,PARMALAT,0120370 CHEDDAR WHITE 2YR,1/PIE,7.71,LB
710300,SORRENTO,0075150-10770 PARMESAN,1/PIE,5.37,LB
710340,SORRENTO,0151000 PROVOLONE 3/12LB,3/PIE,2.376,LB
710420,GALBANI,0160615 MOZZ SHRED CC 6/5,L,2.636,LB
710520,SORRENTO,0160800 MOZZ SHRED PS RG 6/5,L,2.436,LB
710560,GALBANI,0161500 MOZZ/PROV SHRED 6/5,L,2.446,LB
710680,GALBANI,0160695 MOZZ SHRED WM/PS 6/5,L,2.646,LB
710740,SORRENTO,0182750 PARMESAN SHAVED,4/5L,4.45,LB
710780,SORRENTO,0183880 PARMESAN SHRED FA 6/5,L,4.82,LB
710950,BELLAGENTO,0183350 ROMANO GRATED 4/5,L,4.36,LB
711400,SORRENTO,0131750 RICOTTA RED BOX,1/30,2.80,LB
711520,SORRENTO,0305000 RICOTTA DELI CLAS 6/3,L,44.64,CS
711720,PRESIDENT,2000143 BRIE PLAIN 2LB 2/2,L,24.32,cs
711970,VALBRESCO,2007189 FETA CHEESE,1/PIE,6.20,LB
712370,ISTARA,0071750 PTIT BASQUE WAX,6/1.3,12.38,LB
712540,BELMONT,2000272 GOAT LOG 12/10.5,12/10,51.1878,cS
712620,SORRENTO,0075390 GORGONZOLA CRUMBL 4/5,L,4.816,LB
712740,GALBANI,0090414 MASCARPONE 6/1LB 6/1,L,32.58,CS
712905,RONDELE,3129350 ARTICHOKE SPREAD,12/6.,41.1101,CS
712915,RONDELE,9045 SHARP CHEDDAR SPREAD,12/8,50.82,CS
712925,PRESIDENT,0040 CREAMY SPREAD BRIE,2/3.2,6.35,LB
713480,VALBRESO,2007257 FETA VALBRESO,8/600,101.5914,cs
717740,PRESIDENT,2000311 BRIE WHEEL 1/3,K,6.01,LB
720050,FARMLAND,36% HEAVY CREAM 12/32,12/32,45.72,cs
720100,FARMLAND,P/C CREAMER 3/80Z,300/3,12.39,cs
720120,RR,40% HEAVY CREAM,42/32,42.69,US
725200,PACKER AVE,SEAFOOD SALAD RED,1/SL,4.335,LB
725400,PACKER AVE,TUNA SALAD GREEN 1/5,L,4.15,LB
730020,DAVES CHIX,SALAD CRANBERRY 1/5,LG,5.15,LB
730040,DAVES,SEAFOOD SALAD,1/5L,4.62,LB
730070,DAVES,SEAFOOD ITALIAN SUPREME 1/5,L,7.14,LB
730080,DAVES,SHRIMP SALAD 1/5,Lb,5.59,LB
730120,DAVES,CALAMARI SALAD,1/5L,5.86,LB
730210,DAVES,SPECIAL COLE SLAW,1/4.5,2.07,LB
730220,DAVES,SPECIAL POTATO SALAD 1/5,L,2.07,IB
730240,DAVES,GARDEN SALAD 1/5,Lb,3.10,LB
730270,DAVES,SUNDRIED TOMATO SALAD,1/5L,5.88,LB
711440,SORRENTO,0306000 RICOTTA WHOLE MLK,6/48,52.56,cs
711715,PRESIDENT,2000102 BRIE TINS IMPORT,12/4.,49.0688,CS
711725,PRESIDENT,2000480 BRIE 6/802 6/8,0,22.05,cs
711980,PRESIDENT,2008854 FETA CRUMBLES 2/5,L,39.01,cs
712520,BELMONT,2000271 GOAT CHS CRUMBLE 2/2,L,27.36,cs
712600,SORRENTO,0075370 GORGONZOLA WHEEL,1/PIE,4.616,LB
712700,GALBANI,0091000 MASCARPONE 4/5,L,106.40,cs
712770,GALBANI,2009011 MASCARPONE 17.60Z,24/17,203.0195,CS
712910,RONDELE,9022 CHEESE SPREAD GARLIC,12/8,50.82,cs
712920,RONDELE,9047 JAL CHEDDAR SPREAD,12/8,54.67,cs
713450,SOCIETE,0075112 ROQUEFORT CHEESE,2/CWI,11.596,LB
713490,DON BERNAR,2000810 MANCHEGO CURADO,2/6.6,13.03,LB
720010,RR HALF &,HALF,12/32,22.50,cs
720070,FARMLAND,40% HEAVY CREAM 12/3202,12/32,49.41,cs
720110,RR,36% HEAVY CREAM 12/32 41.26 cs 725UUU PACKER AVE UCHLX SALAD GARLLU PURPLE 1/5,b,4.655,LH
725300,PACKER AVE,SHRIMP SALAD ORANGE 1/5,L,6.575,LB
730000,DAVES CHIX,SALAD WHITE MEAT 1/5,L,4.70,LB
730030,DAVES CHIX,SALAD BUFFALO STYLE 1/5,L,5.15,LB
730060,DAVES,SEAFOOD SALAD ITALIAN 1/5,L,5.24,LB
730075,DAVES,CAJUN SEAFOOD SALAD 1/5,L,4.64,LB
730100,DAVES TUNA,SALAD 1/5,L,4.13,LB
730200,DAVES EGG,SALAD 1/5,L,4.75,LB
730215,DAVES,SPECIAL MACARONI SLB 1/5,L,2.07,LB
730235,DAVES,REDSKIN POTATO SALAD 1/5,L,2.55,LB
730260,DAVES,HEALTH SALAD 1/5,L,3.32,LB
730280,DAVES FOUR,BEAN SALAD 1/5,L,2.88,LB
730340,DAVES,OLIVE SALAD ITALIAN 1/5,L,4.44,LB
730400,DAVES,MACARONI & CHEDDAR SALAD 1/5,L,3.29,LB
730420,DAVES,ROTINI SALAD 1/5,L,3.40,LB
730440,DAVES,PASTA SPINACH SALAD,1/sL,3.69,LB
730480,DAVES,PENNE PASTA PEPPERCORN 1/5,L,3.70,LB
731500,NORTHERN V,GCPP CHIX GRILLED PLAIN 1/5,L,40.75,cs
731520,NORTHERN V,GRILLED VEGGIE MIX 1/5,L,26.70,cs
731645,NORTHERN V,AC CREAM CHEESE APPLE CIN 1/5,L,7.50,LB
750210,KOZY SHACK,53000 TAPIOCA PUDDING,6/22,20.49,cs
750500,SALLY SHER,0100 10LB COLE SLAW,2/10,1.935,LB
750540,SALLY SHER,0102 10LB MACARONI SALAD,2/10,1.935,LB
750610,SALLY,GERMAN POTATO SALAD,2/10,2.145,LB
751100,SALLY SHER,30LB MACARONI SALAD,1/30,1.895,LB
752200,ACME,5LB WHITEFISH SALAD 4/5,L,8.74,LB
755010,KETTLE,700056 BUTTERNUT SQUASH 2/8,L,50.58,cs
755030,KOTTLO,700059 CIIX CORN CHOWDER 2/6,L,59.18,C3
755045,KETTLE,700000 N E CLAM CHOWDER 2/8,L,56.82,cs
755070,KETTLE,701051 QUINOA SWI POTATO 2/8,L,46.75,cs
755095,KETTLE,700009 CRAB AND CORN CHOW 2/8,L,78.83,cs
755110,KETTLE,700062 MARYLAND VEG CRAB 2/8,L,51.33,cs
755140,KETTLE,700013 CREAM OF BROCCOLI 2/8,L,39.97,cs
755160,KETTLE,700017 HUNGARIAN MUSHROOM 2/8,L,42.61,cs
755180,KETTLE,700063 BROCCOLI CHEDDAR 2/8,L,44.37,cs
755220,KETTLE,700022 MINESTRONE SOUP 2/8,L,37.40,cs
755250,KETTLE,700067 CHIX VEG W/RICE 2/8,L,40.17,cs
755290,KETTLE,700026 FRENCH ONION SOUP 2/8,L,54.50,cs
755310,KETTLE,700069 THREE BEAN CHILI 2/8,L,44.20,cs
730360,DAVES,ARTICHOKE SALAD 1/5,L,4.42,LB
730410,DAVES,CHEESE TORTELLINI SALAD 1/5,L,4.19,LB
730430,DAVES,CAVATELLI BROCCOLI SALAD 1/5,L,3.57,LB
730460,DAVES,PASTA SUPREME 1/5,L,3.75,LB
730500,DAVES,GREEK PASTA W/FETA 1/5,L,3.75,LB
731510,NORTHERN V,GCPL CHIX GRILLED W/LEMON 1/5,L,40.75,cs
731600,NORTHERN V,CRC CRAB CAKE TRAY,1/12,18.70,cs
750110,KOZY SHACK,52000 CHOCOLATE PUDDING,6/22,20.49,cs
750300,KOZY SHACK,73055 RICE PUDDING,2/4L,19.44,cs
750525,SALLY SHER,0103 10LB POTATO SALAD,2/10,2.035,LB
750580,SALLY SHER,0201 8LB HEALTH SALAD,2/10,2.23,LB
751000,SALLY SHER,30LB COLE SLAW,1/30,1.895,LB
751200,SALLY SHER,30LB POTATO SALAD,1/30,2.025,LB
755000,KETTLE,700055 CREAM OF CRAB 2/8,L,58.75,cs
755020,KETTLE,700091 PORTUGUESE KALE 2/8,L,46.50,cs
755040,KETTLE,700092 TOMATO BASTL SOUP 2/8,L,43.00,cs
755050,KETTLE,700003 SEAFOOD CHOWDER 2/8,L,56.69,cs
755080,KETTLE,700006 LOBSTER BISQUE 2/8,L,51.47,cs
755100,KETTLE,700061 MANH CLAM CHOWDER 2/8,L,54.97,cs
755120,KETTLE,700012 SHRIMP GUMBO 2/8,L,48.74,cs
755150,KETTLE,700016 CORN CHOWDER 2/8,L,37.68,cs
755175,KETTLE,700019 BUFFALO CHIX SOUP 2/8,L,53.75,cs
755190,KETTLE,700064 LOADED POTATO SOUP 2/8,L,46.83,cs.
755230,KETTLE,700023 BEEF BARLEY & VEG 2/8,L,51.62,cs
755265,KETTLE,700094 ROASTED VEGETABLE 2/8,L,41.33,cs
755300,KETTLE,700027 LENTIL SOUP 2/8,L,35.98,cs
755320,KETTLE,700071 CARROT GINGER SOUP 2/8,L,36.77,cs
755380,KETTLE,700074 TOMATO GARDEN VEG 2/8,L,40.33,cs
755400,KETTLE,700032 TOMATO BISQUE 2/8,L,43.55,cs
755460,KETTLE,700082 TURKEY CHILI 2/8,L,50.97,cs
755500,KETTLE,700084 BEEF STEW 2/8,L,69.38,cs
755560,KETTLE,700039 CHIX NOODLE SOUP 2/8,L,38.51,cs
755580,KETTLE,700042 TURKEY GUMBO 2/8,L,43.36,cs
755610,KETTLE,700045 CHIX STEW/POT PIE 2/8,L,47.29,cs
755625,KETTLE,700087 THAI CHIX SOUP 2/8,L,47.61,cs
755650,KETTLE,700048 CHIX DUMPLING SOUP 2/8,L,44.90,cs
755680,KETTLE,700856 ALBONDIGAS 2/8,L,50.84,cs
755690,KETTLE,700099 ORGANIC OATMEAL,4/4,23.31,es
755720,KETTLE,700050 MACARONI AND CHEES 4/4,L,53.03,cs
759400,KRINGLE,203 PICKLE SPEAR K/D100CT 1/2,G,15.06,cs
759600,KRINGLE,509 PICKLE KOSH DILL 40CT 1/5,G,29.22,cs
759850,ALLEN,500N40 PICKLE ABC NEW 1/4,G,22.50,cs
760200,KRINGLE,514 PICKLE SPEAR KD 265CT 1/5,G,28.38,cs
760400,KRINGLE,508 PICKLE KOSH DILL 55CT 1/5,G,29.83,cs
770010,BEETOLOGY,150921 BEETS WHOLE RED,12/17,20.50,cs
800170,SUPERCHEF,VINEGAR WHITE 4%,4/GAL,10.25,cs
801025,KENS,443 SPICY WING SAUCE,4/GAL,54.02,cs
801055,KENS,617 ITALIAN HERB DRESSING,4/GAL,61.02,cs
801060,KENS,621 LITE RASP VINEGRETTE,4/GAL,54.09,cs
801065,KENS,634 HONEY MUSTARD,4/GAL,66.01,cs
801100,KENS,711 HONEY MUSTARD DRESSNG,4/GAL,68.27,cs
801230,KENS,734 HONEY MUSTARD SAUCE,4/GAL,57.38,cs
801300,KENS,789 RANCH DRESSING,4/GAL,57.70,cs
801405,KENS,807 ITALIAN FAT FREE,4/GAL,39.62,cs
755390,KETTLE,700077 CHIPOTLE SWEET POT 2/8,L,40.92,cS
755450,KETTLE,700095 ANGUS STEAK CHILI 2/8,L,82.66,CS
755485,KETTLE,708 CARIBBEAN JERK CHIX 2/8,L,49.22,cs
755520,KETTLE,700086 SPLIT PEA W/HAM 2/8,L,41.96,cs
755570,KETTLE,700097 WHITE CHIX CHILI 2/8,L,51.96,CS
755590,KETTLE,700043 GREEK CHIX & ORZO 2/8,L,42.22,cs
755620,KETTLE,700185 WILD STOCK CHILI 2/8,L,47.59,cS
755630,KETTLE,700047 PASTA FAGIOLL 2/8,L,38.58,cs
755670,KETTLE,700089 CHIX TORTILLA SOUP 2/8,L,44.12,cs
755685,KETTLE,700820 BLACK BEAN SOUP 2/8,L,43.51,cs
755700,KETTLE,700994 GAZPACHO,4/4L,47.68,cS
759300,KRINGLE,512 PICKLE CHIP 1/2 INCH 1/5,G,28.38,CS
759500,KRINGLE,503 PICKLE SPEAR K/D225CT 1/5,G,28.38,CS
759700,KRINGLE,505 PICKLE KOSH DILL 180C 1/5,G,29.40,cs
760000,KRINGLE,502 PICKLE SPEAR KD 300CT 1/5,G,28.05,cs
760300,KRINGLE,511 PICKLE CHIP 1/4 INCH 1/5,G@,28.38,es
760600,FRANKS,351 SAUERKRAUT,12/2,22.60,cs
770020,BEETOLOGY,150929 BEETS WHOLE RED,5/5.5,31.50,cs
801020,KENS,440-HF SWEET BABY RAY'S,4/GAL,53.91,cs
801040,KENS,512 MANDARIN ORANGE,4/GAL,78.99,CS
801058,KENS,619 ASIAN SESAME DRESSING,4/GAL,69.33,CS
801063,KENS,624 DIJON HORSERADISH,4/GAL,70.83,cs
801080,KENS,670 CLASSIC CAESAR,4/GAL,73.19,CS
801200,KENS,732 PEPPERCORN PARMESAN,4/GAL,71.12,cs
801280,KENS,784 CANNONBALL SAUCE,4/GAL,63.69,cs
801400,KENS,801 ITALIAN LITE DRESS,4/GAL,40.52,CS
801500,KENS,811 ITALIAN DELUXE,4/GAL,50.76,CS
801690,KENS,814 TABLESIDE CAESAR,4/GAL,74.39,cs
801800,KENS,816 DELUXE THOUSAND ISLAN,4/GAL,64.68,cs
802100,KENS,820 ITALIAN CREAMY DRESSI,4/GAL,48.22,cs
802260,KENS,849 HICKORY SMOKE BBQ,4/GAL,51.76,cs
802400,KENS,KEO850TS BBQ SAUCE WEST T i/5,G,63.98,cs
802440,KENS,855 SUPREME CHUNKY BLUE,4/GAL,71.19,cs
802600,KENS,864 COLE SLAW DRESSING,4/GAL,63.80,cs
802800,KENS,866 TARTAR SAUCE,4/GAL,64.88,cs
803000,KENS,972 ITALIAN ZESTY DRESSIN,4/GAL,50.84,cs
803050,KENS,884 GREEK DRESSING,4/GAL,50.36,cs
803200,KENS,889 RANCH BUTTERMILK DRES,4/GAL,57.54,cs
803300,KENS,898 MAYONNAISE KENS,4/GAL,50.95,cs
803392,KENS,949 FETA GREEK W/OLIVES,4/GAL,64.19,cs
903398,KENS,1054 RASPBERRY WALNUT VIN,4/GAL,60.59,cs
803415,KENS,1183-2 CHIPOTLE MAYO,2/GAL,44.26,cs
803446,KENO,23471IF RED CHILI WING SAU,4/GAL,66.65,cs
803455,KENS,$J3127HH SBR HOT SAUCE,4/GAL,61.34,cs
803465,KENS,2535HASBR BOURBON WING,4/64,45.02,cs
803500,KENS,36052 AVOCADO RANCH,2/GAL,46.17,cs
803560,KENS,020B3 PC ITALIAN CREAMY,60/1.,19.40,cs
803700,KENS,033B3 PC FRENCH COUNTRY,60/1.,20.44,cs
803850,KENS,630B3 FF RASP VINAIGRETTE,60/1.,20.01,cs
804000,KENS,634AS PC HON/MUST CUP RED,100/1,29.79,cs
804050,KENS,665A5 PC BLUE CHEESE CUP,100/1,32.95,cs
804250,KENS,784Al PC CANNONBALL SAUCE,100/1,25.73,cs
804300,KENS,789B3 PC RANCH,60/1.,20.70,cs
804400,KENS,801B3 PC ITALIAN LITE,60/1.,18.26,cs
801700,KENS,915 RUSSIAN DELUXE DRESS,4/GAL,65.95,CS
802000,KENS,819 RED WINE VINEGAR & OI,4/GAL,55.47,CS
802200,KENS,827 CAESAR CREAMY DRESSIN,4/GAL,60.79,CS
802300,KENS,850 BBQ SAUCE WESTERN,4/GAL,55.81,CS
802420,KENS,851 COCKTAIL SAUCE,4/GAL,55.75,CS
802500,KENS,858 ITALIAN GOLDEN DRESSI,4/GAL,49.40,cS
802700,KENS,865 BLUE CHEESE DRESSING,4/GAL,77.37,CS
802900,KENS,870 MAGIC BLEND DRESSING,4/GAL,65.55,CS
803030,KENS,877 COUNTRY CAESAR DRESS,4/GAL,73.81,CS
803100,KENS,887 TARTAR NEW ENGLAND,4/GAL,64.81,CS
803280,KENS,896 DOUBLE EGG MAYO,4/GAL,55.74,cS
803355,KENS,2349 TERIYAKI WING SAUCE,4/640,40.08,CS
803395,KENS,955 BALSAMIC VINAIGRETTE,4/GAL,53.78,CS
803410,KENS,1152 CHIPOTLE RANCH,4/GAL,66.28,CS
803420,KENS,1936 BOOM BOOM SAUCE,4/GAL,82.78,CS
803450,KENS,1736HFBUFFALO WING SAUCE 4/1,G,59.64,CS
803460,KENS,Sd2671HA GARLIC PARM E,4/64,41.29,CS
803470,KENS,SJ2993HA HONEY HOT WING,4/64,41.71,CS
803510,KENS,36072 DILL PICKLE AIOLI,2/GAL,43.44,CS
803600,KENS,031B3 PC PARMESAN W/PEPPE,60/1.,22.92,CS
803800,KENS,600B3 PC HONEY DIJON F/P,60/1.,20.02,cS
803900,KENS,634A1 PC HON/MUST CUP BLU,100/1,23.79,CS
804020,KENS,636B3 PC OLIVE OIL VINGRT,60/1.,21.76,cS
804100,KENS,740A1 PC SWEET & SOUR CUP,100/1,21.20,cS
804290,KENS,789B3 GREEK,60/1.,20.55,cS
804305,KENS,789A5 PC RANCH CUP,100/1,28.64,cS
804700,KENS,813B3 PC BLUE CHEESE,60/1.,23.49,cs
805005,KENS,0440A1 SBR ORIGINAL BBQ,100/1,22.67,cs
805100,KENS,858B3 PC ITALIAN GOLDEN,60/1.,19.31,cs
805200,KENS,987A7 PC TARTAR SAUCE CUP,100/.,22.24,cs
805220,KENS,911B6é MAYO PC,198/7,23.75,cs
805500,HELLMANS,26540 MAYONNAISE HELLMANS,4/GAL,985.95,cs
805650,CHEFLER PC,MAYONNAISE,200/1,12.99,cs
805710,RR RED,WINE VINEGAR ITALIAN 4/1,G,11.85,cs
805740,ADMIRATION,MAYO ADMIRATION,4/GAL,38.99,cs
805860,ADMIRATION,52441 BLUE CHEESE 4/1,G,56.95,cs
806260,COSMOS,OLIVES MANZANILLA STUFFED 4/1,G,66.95,cs
806375,COSMOS,CHOPPED GARLIC IN OIL,6/32,20.50,cs
806410,COSMOS,00249 GIARDENIERA 4/1,G,33.50,cs
806430,COSMOS,PEPPEROCINI 4/1,G,27.20,cs
806440,COSMOS,PEPPERS HOT SLICED CHERRY 4/1,G,30.99,cs
806460,COSMOS,PEPPER STRIPS RED SWEET 4/1 G 43.50 cs AN6475 COSMOS PEPPERS BANANA SLICE MILD 4/1,G,32.65,Ce
806490,COSMOS,PEPPERS R&G SWEET STRIPS 4/1,G,40.95,cs
806750,RUBY,PEPPERS ROASTED 6/3,K,42.95,cs
807060,FRANKS,74161 BUFFALO SAUCE 4/1,G,52.50,cs
807400,RUBY,OLIVES BLK PITTED MEDIUM,6/#10,49.20,cs
807600,RR VINEGAR,BALSAMIC 2/5LTR 2/5,L,20.95,cs
853400,REGAL NP,SOYBEAN OIL,1/35,27.20,cs
853760,CHEFFLER,CRM35 CREAMY FRY OIL,1/35,28.60,cs
854150,HEALTHY,BOT35 SOY OIL GREEN LABEL,1/35,27.40,cs
854470,SALUTE OIL,25% BLEND,6/GAL,53.65,cs
854620,MAMMA TITA,OLIVE OIL POMACE 4/1 GAL,4/1G,50.95,cs
855500,COLUMBIA,08145 TRI-COLOR SPIRALS,2/10,"34,40",cs
805010,KENS,851F2 COCKTAIL SAUCE CUPS,72/2,30.12,cS
805150,KENS,865F2 PC CHUNKY BLUE CHSE,72/2,34.98,cS
805205,KENS,887F2 TARTAR NENGLAND CUP,72/2,30.68,CS
805250,KENS,5060B3 PC BALSAMIC VIN,60/1.,20.39,cS
805600,MIKES AMAZ,MAYO EXTRA HEAVY,4/GAL,40.45,cS
805700,ADMIRATION,RELISH,4/GAL,38.45,CS
805730,ADMIRATION,MAYO TUB 1/4,G,39.99,cs
805800,ADMIRATION,HONEY DIJON DRESSING,4/GAL,43.99,CS
805900,ADMIRATION,52641 ITALIAN DRESSING,4/GAL,37.99,cs
806370,COSMOS,SWEET RELISH,4/1G,39.95,cs
806390,COSMOS,MUSHROOMS MARINATED 4/1,G,86.50,cs
806420,COSMOS,PEPPERS CHERRY WHLE RED 4/1,G,32.00,CS
806435,COSMOS,PEPPERS CHERRY CHOPPED 4/1,G,58.50,cs
806450,COSMOS,PEPPERS SLICED JALAPENO,4/1G,30.21,cs
806470,COSMOS,PEPPERS RED HULLS 4/1,G,34.25,cs
006400,cosmo,PEPPERS SLICED DANANA IIOT 4/1,G@,32.65,3
806600,COSMOS,PICKLE CHIPS KOSHER,4/1G,30.95,cs
807050,FRANKS,05560 RED HOT SAUCE,4/GAL,52.50,CS
807200,OPEN PIT,80603 OPEN PIT ORIGINAL,4/16G,70.50,cS
807410,RUBY,OLIVES BLACK SLICED,6/#10,48.20,cS
808050,CHEFLER §,DUSSELDORF MUSTARD,4/1G,19.50,cs
853750,HEALTHY,CLR35 CLEAR OIL BLACK LBL,1/35,27.45,CS
954100,CHEFLER ©,CRN35 CORN OIL,1/35,33.95,cs
854230,HEALTHY,CANFRY35 CANOLA FRY OIL,1/35,29.00,cS
854600,DOLCE VITA,OTL 10% OLIVE 90% SOY OIL,6/GAL,44.75,cS
854845,ANDRIENA,EXTRA VIRGIN OLIVE OIL 4/3,L,67.95,cS
855700,COLUMBIA,LASAGNA RUFFLED,12/1,22.48,cs
858700,HEINZ,51290 KETCHUP #10 HEINZ,6/#10,51.95,cs
859060,COSMOS,25228 SUNDRIED TOMATOES 4/5,L,70.00,cs
859500,RUBY TUNA,CHUNK WHITE,6/660,91.00,cs
859700,RUBY TUNA,TONGOL,6/660,67.45,cs
859950,PRIDE,BREAD CRUMBS FLAVORED 6/5 6/5,L,29.00,cs
860400,DIVA FARM,GARLIC CHOPPED 6/10T,6/QT,24.60,cs
860500,RUBY,MUSHROOMS PIECES & STEMS,6/#10,52.95,cs
860580,SNOWS,16002 OCEAN CLAM JUICE,12/46,40.80,cs
861310,ALL TRUMPS,50111 ALL TRUMP FLOUR,1/50,20.45,cs
861320,PILLSBURY,33724 BALANCER FLOUR,1/50,20.45,cs
861330,PILLSBURY,2942 PATENT FLOUR,1/50,18.40,cs
862000,ADOCIKA,SUGAR EXTRA FINE 50LB,1/50,31.50,cs
870010,ZESTA,SALTINES,500/2,18.50,cs
858900,HEINZ,98480 PC KETCHUP 1000CT,1000/,37.50,cS
859090,RUBY TUNA,CHUNK LITE,6/660,49.90,cs
859600,RUBY TUNA,SOLID WHITE OU,6/660,92.50,cs
859800,RUBY TUNA,YELLOW FIN,6/660,61.45,cS
859960,PRIDE,BREAD CRUMBS PLAIN 6/5LB 6/5,L,28.60,CS
860440,RR,HORSERADISH 4/1GAL,A/GAL,49.16,cS
860540,SNOWS,CLAMS CHOPPED,12/51,107.55,cS
861300,HER FLOUR,ALL PURPOSE,2/25,19-50,cs
861315,GEN MILLS,53381 FULL STRENGTH FLOUR,1/50,18.50,CS
861325,PILLSBURY,33878 SO STRONG FLOUR,1/50,20.75,cs
861340,GENERAL M,14475 HR FLOUR 8/5,L,23.00,cs
866000,SKIPPY,11009 PEANUT BUTTER 6/4,L,53.02,cs
